name,name_key,symbol,market,current_price,day_change_pct,quote_asof,quote_provider
창대정밀,창대정밀,368030,,8580.0,,2026-05-13,NaverFinance
신한스팩11호,신한스팩11호,452980,,2110.0,,2026-05-06,NaverFinance
미트박스글로벌,미트박스글로벌,475460,,8350.0,,2026-04-30,NaverFinance
에스퓨얼셀,에스퓨얼셀,288620,,10790.0,,2026-04-29,NaverFinance
네오펙트,네오펙트,290660,,1123.0,,2026-04-28,NaverFinance
슈어소프트테크,슈어소프트테크,298830,,7520.0,,2026-04-25,NaverFinance
에스씨엠생명과학,에스씨엠생명과학,298060,,927.0,,2026-04-23,NaverFinance
캐리소프트,캐리소프트,317530,,4140.0,,2026-04-23,NaverFinance
SK오션플랜트,sk오션플랜트,100090,,23100.0,,2026-04-18,NaverFinance
상상인스팩4호,상상인스팩4호,452670,,2100.0,,2026-04-18,NaverFinance
셀바이오휴먼텍,셀바이오휴먼텍,318160,,7500.0,,2026-04-18,NaverFinance
엠투아이,엠투아이,347890,,5460.0,,2026-04-18,NaverFinance
대신밸런스스팩16호,대신밸런스스팩16호,457630,,2095.0,,2026-04-15,NaverFinance
티웨이항공(유가),티웨이항공,091810,,949.0,,2026-04-15,NaverFinance
한화플러스스팩4호,한화플러스스팩4호,455310,,2100.0,,2026-04-15,NaverFinance
메쥬,메쥬,000088,,19200.0,1.21,2026-03-26,38
카나프테라퓨틱스,카나프테라퓨틱스,000082,,19000.0,-1.86,2026-03-16,38
액스비스,액스비스,000011,,14270.0,0.21,2026-03-09,38
덕양에너젠,덕양에너젠,000001,,11050.0,0.82,2026-01-30,38
삼진식품,삼진식품,000013,,5690.0,0.53,2025-12-22,38
아크릴,아크릴,000007,,22400.0,-6.08,2025-12-16,38
에임드바이오,에임드바이오,000009,,28600.0,3.06,2025-12-04,38
그린광학,그린광학,000015,,19180.0,2.62,2025-11-17,38
제이피아이헬스케어(구.정원정밀공업),제이피아이헬스케어,000010,,8300.0,0.12,2025-08-21,38
에스엔시스,에스엔시스,000008,,28600.0,-3.54,2025-08-19,38
대신밸류리츠(유가),대신밸류리츠,000030,,3935.0,1.16,2025-07-10,38
